,beds,baths,size,zip_code,price,price_per_sqft
318,3,2.0,1760.0,98106,689000.0,39147727.27272727
319,3,2.5,1712.0,98107,970000.0,56658878.5046729
320,4,2.5,3190.0,98102,1820000.0,57053291.536050156
321,4,3.5,3590.0,98109,2900000.0,80779944.2896936
322,1,1.0,630.0,98133,255000.0,40476190.47619048
323,2,2.0,1150.0,98121,615000.0,53478260.86956522
324,5,2.0,1830.0,98118,665000.0,36338797.81420765
325,2,1.0,760.0,98144,250000.0,32894736.842105262
326,3,2.5,2600.0,98117,1148000.0,44153846.15384615
327,3,2.0,2130.0,98107,990200.0,46488262.910798125
328,3,3.5,2899.0,98199,1800000.0,62090375.99172128
329,3,1.0,1090.0,98178,400000.0,36697247.706422016
330,4,4.0,3360.0,98107,1200000.0,35714285.71428572
331,4,2.5,2240.0,98117,1050000.0,46875000.0
332,2,1.0,886.0,98112,620000.0,69977426.63656884
333,3,2.0,1560.0,98106,799000.0,51217948.71794872
334,4,2.0,1730.0,98146,852000.0,49248554.9132948
335,3,2.0,1700.0,98115,1150000.0,67647058.8235294
336,4,3.5,1909.0,98103,1500000.0,78575170.2462022
337,3,2.0,2180.0,98117,1012000.0,46422018.34862386
338,1,1.0,681.0,98105,470000.0,69016152.71659325
339,3,3.0,1460.0,98144,1000000.0,68493150.6849315
340,1,1.0,704.0,98119,365000.0,51846590.90909091
341,2,1.0,1010.0,98125,549950.0,54450495.04950495
342,2,2.5,1635.0,98102,1850000.0,113149847.09480122
343,2,1.5,1022.0,98144,655000.0,64090019.56947163
344,3,1.0,990.0,98146,635000.0,64141414.14141414
345,2,2.0,1164.0,98117,706474.0,60693642.611683846
346,1,1.0,583.0,98119,349000.0,59862778.73070326
347,2,1.5,888.0,98103,700000.0,78828828.82882883
348,4,2.0,2740.0,98119,1400000.0,51094890.510948904
349,3,2.0,1670.0,98118,485000.0,29041916.16766467
350,3,1.0,830.0,98125,660000.0,79518072.28915663
351,2,2.0,1200.0,98122,705000.0,58750000.0
352,3,3.5,2530.0,98102,1299000.0,51343873.51778656
353,4,3.0,2660.0,98117,1360000.0,51127819.54887218
354,4,2.0,2820.0,98117,1441000.0,51099290.780141845
355,2,1.0,1011.0,98103,159488.0,15775272.007912958
356,2,1.5,1088.0,98106,590000.0,54227941.176470585
357,6,3.5,3785.0,98117,3150000.0,83223249.669749
358,3,2.0,1540.0,98144,630000.0,40909090.90909091
359,2,1.5,1180.0,98168,575000.0,48728813.55932204
360,3,3.5,1968.0,98199,980000.0,49796747.967479676
361,1,1.0,610.0,98119,340000.0,55737704.91803279
362,2,2.0,1346.0,98116,800000.0,59435364.04160476
363,2,2.5,1320.0,98133,570000.0,43181818.18181818
364,3,3.5,3064.0,98121,2450000.0,79960835.50913838
365,3,2.0,2980.0,98115,1415000.0,47483221.47651007
366,4,3.5,3050.0,98102,2250000.0,73770491.80327868
367,3,2.0,2020.0,98133,917500.0,45420792.07920792
368,3,2.5,1926.0,98122,1148000.0,59605399.79231568
369,2,1.0,1330.0,98125,479000.0,36015037.59398496
370,3,2.0,2410.0,98199,1083000.0,44937759.33609959
371,2,2.5,1580.0,98106,699000.0,44240506.32911392
372,3,1.0,1030.0,98105,710000.0,68932038.83495146
373,3,3.0,1630.0,98168,615000.0,37730061.34969325
374,4,2.5,2370.0,98146,750000.0,31645569.620253164
375,1,1.0,783.0,98101,530000.0,67688378.03320561
376,4,1.0,1310.0,98146,735000.0,56106870.22900763
377,3,2.0,1996.0,98117,986500.0,49423847.69539078
378,3,2.0,1580.0,98126,820000.0,51898734.17721519
379,1,1.0,781.0,98122,481000.0,61587708.06658131
380,2,2.0,1517.0,98105,1350000.0,88991430.45484509
381,4,2.0,2360.0,98115,950000.0,40254237.288135596
382,3,2.0,1496.0,98144,824500.0,55113636.36363637
383,2,2.5,1250.0,98117,725000.0,58000000.0
384,2,2.0,1810.0,98119,1350000.0,74585635.35911602
385,1,1.0,531.0,98121,489000.0,92090395.480226
386,4,2.5,2380.0,98105,1900000.0,79831932.77310924
387,2,2.0,1095.0,98177,599950.0,54789954.33789954
388,2,2.0,1080.0,98106,533500.0,49398148.14814815
389,2,2.0,1146.0,98112,845000.0,73734729.49389179
390,4,2.5,1544.0,98117,850000.0,55051813.47150259
391,1,1.0,707.0,98122,590000.0,83451202.26308346
392,4,3.0,2067.0,98122,1074900.0,52002902.75761974
393,4,3.0,2360.0,98115,1360000.0,57627118.644067794
394,2,2.0,724.0,98103,430000.0,59392265.19337016
395,2,2.5,1649.0,98118,765000.0,46391752.577319585
396,5,2.5,2180.0,98118,1009975.0,46329128.440366976
397,3,2.0,1960.0,98199,955000.0,48724489.79591837
398,1,1.0,727.0,98103,445000.0,61210453.920220084
399,3,2.0,1209.0,98116,725000.0,59966914.805624485
400,1,1.0,650.0,98116,349000.0,53692307.692307696
401,5,3.0,3070.0,98117,1450000.0,47231270.35830619
402,4,2.5,2130.0,98136,960000.0,45070422.535211265
403,4,2.5,2220.0,98144,1235000.0,55630630.63063063
404,4,3.0,2288.0,98126,1105000.0,48295454.54545455
405,2,2.0,1370.0,98121,1050000.0,76642335.76642336
406,5,3.0,3120.0,98178,795000.0,25480769.230769232
407,4,2.5,2180.0,98115,1275000.0,58486238.532110095
408,3,2.0,1590.0,98146,560000.0,35220125.786163524
409,3,1.5,2220.0,98115,930000.0,41891891.89189189
410,1,1.0,813.0,98178,240000.0,29520295.20295203
411,1,1.0,574.0,98109,280000.0,48780487.80487805
412,4,2.0,2480.0,98122,825000.0,33266129.032258064
413,4,3.0,3320.0,98116,750000.0,22590361.44578313
414,2,1.0,1720.0,98118,575000.0,33430232.558139537
415,3,2.0,2050.0,98109,1265000.0,61707317.07317073
416,4,3.0,2370.0,98115,1830000.0,77215189.87341772
417,4,5.0,3660.0,98118,2695000.0,73633879.78142077
418,3,3.5,1670.0,98107,1115000.0,66766467.065868266
419,2,3.5,990.0,98178,405000.0,40909090.90909091
420,3,3.0,3120.0,98199,1350000.0,43269230.76923077
421,3,2.0,2260.0,98199,1300000.0,57522123.89380531
422,2,1.0,650.0,98103,708888.0,109059692.3076923
423,3,3.5,1540.0,98126,699950.0,45451298.7012987
424,3,3.5,1980.0,98144,1055000.0,53282828.28282829
425,3,1.0,2160.0,98115,920000.0,42592592.59259259
426,4,2.5,3080.0,98117,1650000.0,53571428.571428575
427,2,3.0,1740.0,98105,1395000.0,80172413.79310344
428,3,2.0,1900.0,98112,1766000.0,92947368.42105263
429,9,5.0,3940.0,98133,1089000.0,27639593.90862944
430,2,1.5,1366.0,98116,839000.0,61420204.978038065
431,4,1.5,1920.0,98125,850000.0,44270833.333333336
432,1,1.0,715.0,98115,515000.0,72027972.02797203
433,3,2.5,1610.0,98107,895000.0,55590062.111801244
434,6,4.0,2960.0,98199,1050000.0,35472972.972972974
435,4,2.0,1810.0,98117,945000.0,52209944.75138122
436,2,2.0,1125.0,98102,705000.0,62666666.666666664
437,2,2.0,1893.0,98115,727000.0,38404648.70575806
438,3,2.0,1096.0,98117,875000.0,79835766.42335767
439,3,4.5,3760.0,98199,1570000.0,41755319.14893617
440,4,2.5,2720.0,98136,1315000.0,48345588.23529412
441,2,2.0,1510.0,98105,915000.0,60596026.49006622
442,2,2.0,1350.0,98119,1035000.0,76666666.66666667
443,4,3.5,2980.0,98112,2400000.0,80536912.75167786
444,2,2.0,1443.0,98168,325000.0,22522522.522522524
445,2,2.0,1170.0,98115,428000.0,36581196.581196584
446,5,2.0,2260.0,98117,865000.0,38274336.28318584
447,3,2.0,1990.0,98146,730000.0,36683417.085427135
448,2,1.5,1555.0,98122,677500.0,43569131.83279743
449,3,2.0,2350.0,98122,1140000.0,48510638.29787234
450,2,1.0,1440.0,98125,699950.0,48607638.88888889
451,1,1.0,627.0,98107,429000.0,68421052.63157895
452,1,1.0,551.0,98121,410000.0,74410163.33938295
453,2,1.0,770.0,98126,560000.0,72727272.72727273
454,3,2.5,1570.0,98103,700000.0,44585987.26114649
455,1,1.0,699.0,98199,390000.0,55793991.416309014
456,3,3.0,2650.0,98105,1600000.0,60377358.49056604
457,2,1.5,1070.0,98103,850000.0,79439252.3364486
458,3,0.5,1941.0,98103,892700.0,45991756.82637816
459,3,2.5,2030.0,98115,1439000.0,70886699.50738916
460,2,1.0,1620.0,98178,619000.0,38209876.54320987
461,2,2.5,1400.0,98103,850000.0,60714285.71428572
462,3,2.0,2354.0,98115,938000.0,39847068.81903143
463,2,3.5,1155.0,98118,219700.0,19021645.02164502
464,3,1.0,1340.0,98177,785000.0,58582089.55223881
465,2,1.0,903.0,98146,363500.0,40254706.5337763
466,3,1.5,1220.0,98103,599000.0,49098360.655737706
467,2,1.0,1250.0,98118,500000.0,40000000.0
468,2,2.0,1040.0,98133,625000.0,60096153.84615385
469,2,1.0,1660.0,98109,850000.0,51204819.27710843
470,1,1.0,744.0,98115,345000.0,46370967.741935484
471,2,1.5,805.0,98107,500000.0,62111801.242236026
472,3,1.0,1060.0,98117,1125000.0,106132075.47169812
473,5,3.5,3160.0,98112,2300000.0,72784810.12658228
474,3,3.0,1120.0,98168,525000.0,46875000.0
475,4,2.5,1881.0,98133,870000.0,46251993.620414674
476,5,2.5,3460.0,98144,2425000.0,70086705.20231214
477,1,1.0,376.0,98199,1000000.0,265957446.80851063
478,2,2.0,880.0,98126,680000.0,77272727.27272727
479,1,1.0,794.0,98121,660000.0,83123425.69269522
480,3,2.0,1340.0,98103,925000.0,69029850.74626866
